"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""result""|""relative:///PrimeCSharp/solution_1/Program.cs:20:21:20:26""]] is useless, since its value is never read.","/PrimeCSharp/solution_1/Program.cs","20","21","22","66"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""result2""|""relative:///PrimeCSharp/solution_1/Program.cs:27:17:27:23""]] is useless, since its value is never read.","/PrimeCSharp/solution_1/Program.cs","27","17","29","62"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method GetDemoSieves is too closely tied to [[""SievePropertyCombinations""|""relative:///PrimeCSharp/solution_1/SieveDetails/SievePropertyCombinations.cs:7:25:7:49""]]: 10 dependencies to it, but only 0 dependencies to its own type.","/PrimeCSharp/solution_1/Config/SettingsV2.cs","356","44","356","56"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method RunAllSieves is too closely tied to [[""SettingsV1""|""relative:///PrimeCSharp/solution_1/Config/SettingsV1.cs:5:18:5:27""]]: 16 dependencies to it, but only 1 dependencies to its own type.","/PrimeCSharp/solution_1/SieveRunnerV1.cs","42","28","42","39"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method PrintResults is too closely tied to [[""SettingsV1""|""relative:///PrimeCSharp/solution_1/Config/SettingsV1.cs:5:18:5:27""]]: 4 dependencies to it, but only 0 dependencies to its own type.","/PrimeCSharp/solution_1/SieveRunnerV1.cs","217","29","217","40"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method GetCompactOutputDescription is too closely tied to [[""StringBuilder""|""file:///home/badgy/.nuget/packages/microsoft.netcore.app.ref/5.0.0/ref/net5.0/System.Runtime.dll:0:0:0:0""]]: 5 dependencies to it, but only 0 dependencies to its own type.","/PrimeCSharp/solution_1/SieveRunnerV2.cs","233","31","233","57"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method GetSieveCreator is too closely tied to [[""SievePropertyCombinations""|""relative:///PrimeCSharp/solution_1/SieveDetails/SievePropertyCombinations.cs:7:25:7:49""]]: 33 dependencies to it, but only 0 dependencies to its own type.","/PrimeCSharp/solution_1/SieveRunnerV2.cs","261","44","261","58"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method Main is too closely tied to [[""Stopwatch""|""file:///home/badgy/.nuget/packages/microsoft.netcore.app.ref/5.0.0/ref/net5.0/System.Runtime.dll:0:0:0:0""]]: 4 dependencies to it, but only 0 dependencies to its own type.","/PrimeCSharp/solution_2/PrimeCS.cs","118","21","118","24"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method Main is too closely tied to [[""Stopwatch""|""file:///home/badgy/.nuget/packages/microsoft.netcore.app.ref/5.0.0/ref/net5.0/System.Runtime.dll:0:0:0:0""]]: 4 dependencies to it, but only 0 dependencies to its own type.","/PrimeCSharp/solution_3/PrimeCS.cs","152","21","152","24"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method RunSieve<> is too closely tied to [[""Stopwatch""|""file:///home/badgy/.nuget/packages/microsoft.netcore.app.ref/5.0.0/ref/net5.0/System.Runtime.dll:0:0:0:0""]]: 4 dependencies to it, but only 1 dependencies to its own type.","/PrimeCSharp/solution_4/PrimeCS.cs","58","21","58","37"
"Parameter by value","Using parameters by reference instead of value","recommendation","Method ClearBit has a parameter of ref type which can consume more energy than a non-ref type","/PrimeCSharp/solution_1/V1Sieves/PrimeSieveArrayPool.cs","94","29","94","36"
"Parameter by value","Using parameters by reference instead of value","recommendation","Method GetBit has a parameter of ref type which can consume more energy than a non-ref type","/PrimeCSharp/solution_1/V1Sieves/PrimeSieveArrayPool.cs","91","32","91","37"
"Parameter by value","Using parameters by reference instead of value","recommendation","Method ClearBit has a parameter of ref type which can consume more energy than a non-ref type","/PrimeCSharp/solution_1/V1Sieves/PrimeSieveArrayPool2Of6.cs","84","29","84","36"
"Parameter by value","Using parameters by reference instead of value","recommendation","Method GetBit has a parameter of ref type which can consume more energy than a non-ref type","/PrimeCSharp/solution_1/V1Sieves/PrimeSieveArrayPool2Of6.cs","81","29","81","34"
"Parameter by value","Using parameters by reference instead of value","recommendation","Method ClearBit has a parameter of ref type which can consume more energy than a non-ref type","/PrimeCSharp/solution_1/V1Sieves/PrimeSieveArrayPool6Par.cs","118","29","118","36"
"Parameter by value","Using parameters by reference instead of value","recommendation","Method GetBit has a parameter of ref type which can consume more energy than a non-ref type","/PrimeCSharp/solution_1/V1Sieves/PrimeSieveArrayPool6Par.cs","115","29","115","34"
"Parameter by value","Using parameters by reference instead of value","recommendation","Method ClearBit has a parameter of ref type which can consume more energy than a non-ref type","/PrimeCSharp/solution_1/V1Sieves/PrimeSieveArrayPool8of30.cs","121","29","121","36"
"Parameter by value","Using parameters by reference instead of value","recommendation","Method GetBit has a parameter of ref type which can consume more energy than a non-ref type","/PrimeCSharp/solution_1/V1Sieves/PrimeSieveArrayPool8of30.cs","118","29","118","34"
"Parameter by value","Using parameters by reference instead of value","recommendation","Method ClearBit has a parameter of ref type which can consume more energy than a non-ref type","/PrimeCSharp/solution_1/V1Sieves/PrimeSieveArrayPool8of30M.cs","187","29","187","36"
"Parameter by value","Using parameters by reference instead of value","recommendation","Method GetBit has a parameter of ref type which can consume more energy than a non-ref type","/PrimeCSharp/solution_1/V1Sieves/PrimeSieveArrayPool8of30M.cs","184","29","184","34"
"Repeated conditionals","A conditional statement that occurs more than once within the same scope.","recommendation","Method PrintResults implements the same conditional statement in multiple locations within the same scope.","/PrimeCSharp/solution_1/SieveRunnerV1.cs","218","9","269","9"
"Repeated conditionals","A conditional statement that occurs more than once within the same scope.","recommendation","Method <anonymous> implements the same conditional statement in multiple locations within the same scope.","/PrimeCSharp/solution_1/V1Sieves/PrimeSieveArrayPool6Par.cs","87","21","107","21"
"Repeated conditionals","A conditional statement that occurs more than once within the same scope.","recommendation","Method printResults implements the same conditional statement in multiple locations within the same scope.","/PrimeCSharp/solution_2/PrimeCS.cs","91","13","115","13"
"Repeated conditionals","A conditional statement that occurs more than once within the same scope.","recommendation","Method printResults implements the same conditional statement in multiple locations within the same scope.","/PrimeCSharp/solution_3/PrimeCS.cs","116","13","143","13"
"Non-short circuit","Not using short circuiting boolean operators can increase energy consumption.","warning","Operator ... & ... should be used with short circuiting","/PrimeCSharp/solution_1/Benchmarks/PrimeSieve - And.cs","78","18","78","26"
"Non-short circuit","Not using short circuiting boolean operators can increase energy consumption.","warning","Operator ... & ... should be used with short circuiting","/PrimeCSharp/solution_1/Benchmarks/PrimeSieve - And.cs","86","18","86","26"
