"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method LaunchSource is too closely tied to [[""SymbolResult""|""file:///home/badgy/sw/s02_e04/test_repos/CSharpRepl/CSharpRepl.Services/bin/Debug/net6.0/ref/CSharpRepl.Services.dll:0:0:0:0""]]: 4 dependencies to it, but only 1 dependencies to its own type.","/CSharpRepl/CSharpReplPromptCallbacks.cs","162","44","162","55"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method ProcessScriptArguments is too closely tied to [[""StringBuilder""|""file:///usr/share/dotnet/packs/Microsoft.NETCore.App.Ref/6.0.0/ref/net6.0/System.Runtime.dll:0:0:0:0""]]: 4 dependencies to it, but only 1 dependencies to its own type.","/CSharpRepl/CommandLine.cs","267","28","267","49"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method GetAvailableUsings is too closely tied to [[""Enumerable""|""file:///usr/share/dotnet/packs/Microsoft.NETCore.App.Ref/6.0.0/ref/net6.0/System.Linq.dll:0:0:0:0""]]: 6 dependencies to it, but only 0 dependencies to its own type.","/CSharpRepl/CommandLine.cs","366","40","366","57"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method Create is too closely tied to [[""Console""|""file:///usr/share/dotnet/packs/Microsoft.NETCore.App.Ref/6.0.0/ref/net6.0/System.Console.dll:0:0:0:0""]]: 4 dependencies to it, but only 2 dependencies to its own type.","/CSharpRepl/Logging/TraceLogger.cs","29","32","29","37"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method TryParseArguments is too closely tied to [[""Console""|""file:///usr/share/dotnet/packs/Microsoft.NETCore.App.Ref/6.0.0/ref/net6.0/System.Console.dll:0:0:0:0""]]: 4 dependencies to it, but only 0 dependencies to its own type.","/CSharpRepl/Program.cs","58","25","58","41"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method InitializePrompt is too closely tied to [[""Configuration""|""file:///home/badgy/sw/s02_e04/test_repos/CSharpRepl/CSharpRepl.Services/bin/Debug/net6.0/ref/CSharpRepl.Services.dll:0:0:0:0""]]: 4 dependencies to it, but only 0 dependencies to its own type.
Method InitializePrompt is too closely tied to [[""Theme""|""file:///home/badgy/sw/s02_e04/test_repos/CSharpRepl/CSharpRepl.Services/bin/Debug/net6.0/ref/CSharpRepl.Services.dll:0:0:0:0""]]: 4 dependencies to it, but only 0 dependencies to its own type.","/CSharpRepl/Program.cs","100","51","100","66"
"Repeated conditionals","A conditional statement that occurs more than once within the same scope.","recommendation","Method ShouldExitEarly implements the same conditional statement in multiple locations within the same scope.","/CSharpRepl/CommandLine.cs","198","5","221","5"
"Repeated conditionals","A conditional statement that occurs more than once within the same scope.","recommendation","Method ProcessScriptArguments implements the same conditional statement in multiple locations within the same scope.","/CSharpRepl/CommandLine.cs","271","9","276","9"
"Repeated conditionals","A conditional statement that occurs more than once within the same scope.","recommendation","Method <anonymous> implements the same conditional statement in multiple locations within the same scope.","/CSharpRepl/CommandLine.cs","143","9","151","9"
"Repeated conditionals","A conditional statement that occurs more than once within the same scope.","recommendation","Method Main implements the same conditional statement in multiple locations within the same scope.","/CSharpRepl/Program.cs","27","5","56","5"
"Repeated conditionals","A conditional statement that occurs more than once within the same scope.","recommendation","Method RunAsync implements the same conditional statement in multiple locations within the same scope.","/CSharpRepl/ReadEvalPrintLoop.cs","50","13","78","13"
"Non-short circuit","Not using short circuiting boolean operators can increase energy consumption.","warning","Operator ... | ... should be used with short circuiting","/CSharpRepl/CommandLine.cs","256","13","256","61"
