"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""i""|""relative:///src/SharpCompress/Archives/SevenZip/SevenZipArchive.cs:179:21:179:21""]] is useless, since its value is never read.","/src/SharpCompress/Archives/SevenZip/SevenZipArchive.cs","179","21","179","37"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""n""|""relative:///src/SharpCompress/Common/GZip/GZipFilePart.cs:53:17:53:17""]] is useless, since its value is never read.","/src/SharpCompress/Common/GZip/GZipFilePart.cs","53","17","53","41"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""n""|""relative:///src/SharpCompress/Common/GZip/GZipFilePart.cs:63:17:63:17""]] is useless, since its value is never read.","/src/SharpCompress/Common/GZip/GZipFilePart.cs","86","17","86","52"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""n""|""relative:///src/SharpCompress/Common/GZip/GZipFilePart.cs:63:17:63:17""]] is useless, since its value is never read.","/src/SharpCompress/Common/GZip/GZipFilePart.cs","95","17","95","31"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""size""|""relative:///src/SharpCompress/Common/Rar/Headers/ArchiveHeader.cs:40:17:40:20""]] is useless, since its value is never read.","/src/SharpCompress/Common/Rar/Headers/ArchiveHeader.cs","40","17","40","49"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""quickOpenOffset""|""relative:///src/SharpCompress/Common/Rar/Headers/ArchiveHeader.cs:50:19:50:33""]] is useless, since its value is never read.","/src/SharpCompress/Common/Rar/Headers/ArchiveHeader.cs","53","17","53","54"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""recoveryOffset""|""relative:///src/SharpCompress/Common/Rar/Headers/ArchiveHeader.cs:55:19:55:32""]] is useless, since its value is never read.","/src/SharpCompress/Common/Rar/Headers/ArchiveHeader.cs","58","17","58","53"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""size""|""relative:///src/SharpCompress/Compressors/ADC/ADCStream.cs:126:17:126:20""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/ADC/ADCStream.cs","130","17","130","66"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""rfreq""|""relative:///src/SharpCompress/Compressors/BZip2/CBZip2OutputStream.cs:733:21:733:25""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/BZip2/CBZip2OutputStream.cs","852","13","852","24"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""fave""|""relative:///src/SharpCompress/Compressors/BZip2/CBZip2OutputStream.cs:734:19:734:22""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/BZip2/CBZip2OutputStream.cs","853","13","853","23"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""cost""|""relative:///src/SharpCompress/Compressors/BZip2/CBZip2OutputStream.cs:735:21:735:24""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/BZip2/CBZip2OutputStream.cs","854","13","854","23"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""bflush""|""relative:///src/SharpCompress/Compressors/Deflate/DeflateManager.cs:1347:18:1347:23""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/Deflate/DeflateManager.cs","1489","17","1489","66"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""m""|""relative:///src/SharpCompress/Compressors/Deflate/Inflate.cs:136:17:136:17""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/Deflate/Inflate.cs","630","25","630","67"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""m""|""relative:///src/SharpCompress/Compressors/Deflate/Inflate.cs:858:17:858:17""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/Deflate/Inflate.cs","1223","25","1223","86"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""r""|""relative:///src/SharpCompress/Compressors/Deflate/Inflate.cs:1296:17:1296:17""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/Deflate/Inflate.cs","1435","45","1435","50"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""e""|""relative:///src/SharpCompress/Compressors/Deflate/Inflate.cs:1285:17:1285:17""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/Deflate/Inflate.cs","1436","45","1436","49"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""r""|""relative:///src/SharpCompress/Compressors/Deflate/Inflate.cs:1296:17:1296:17""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/Deflate/Inflate.cs","1455","37","1455","42"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""c""|""relative:///src/SharpCompress/Compressors/Deflate/Inflate.cs:1294:17:1294:17""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/Deflate/Inflate.cs","1456","37","1456","41"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""r""|""relative:///src/SharpCompress/Compressors/Deflate/Inflate.cs:1669:17:1669:17""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/Deflate/Inflate.cs","1765","25","1765","29"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""numAvailableBytes""|""relative:///src/SharpCompress/Compressors/LZMA/LzmaEncoder.cs:646:20:646:36""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/LZMA/LzmaEncoder.cs","654","17","654","56"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""numberStatistics""|""relative:///src/SharpCompress/Compressors/PPMd/I1/PpmContext.cs:555:18:555:33""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/PPMd/I1/PpmContext.cs","555","18","555","70"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""crc""|""relative:///src/SharpCompress/Compressors/Xz/XZIndex.cs:78:18:78:20""]] is useless, since its value is never read.","/src/SharpCompress/Compressors/Xz/XZIndex.cs","78","18","78","55"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""result""|""relative:///tests/SharpCompress.Test/GZip/GZipArchiveTests.cs:99:25:99:30""]] is useless, since its value is never read.","/tests/SharpCompress.Test/GZip/GZipArchiveTests.cs","99","25","99","79"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""writer""|""relative:///tests/SharpCompress.Test/GZip/GZipWriterTests.cs:47:28:47:33""]] is useless, since its value is never read.","/tests/SharpCompress.Test/GZip/GZipWriterTests.cs","47","28","47","103"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""names""|""relative:///tests/SharpCompress.Test/Tar/TarReaderTests.cs:202:30:202:34""]] is useless, since its value is never read.","/tests/SharpCompress.Test/Tar/TarReaderTests.cs","202","30","202","55"
