"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""currentChainNode""|""relative:///DataStructures/Dictionaries/ChainedHashTable.cs:584:17:584:32""]] is useless, since its value is never read.","/DataStructures/Dictionaries/ChainedHashTable.cs","584","17","584","70"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""primeCapacity""|""relative:///DataStructures/Dictionaries/CuckooHashTable.cs:117:17:117:29""]] is useless, since its value is never read.","/DataStructures/Dictionaries/CuckooHashTable.cs","117","17","117","64"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""temp""|""relative:///DataStructures/Dictionaries/OpenAddressingHashTable.cs:65:41:65:44""]] is useless, since its value is never read.","/DataStructures/Dictionaries/OpenAddressingHashTable.cs","65","41","65","83"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""temp""|""relative:///DataStructures/Dictionaries/OpenAddressingHashTable.cs:91:41:91:44""]] is useless, since its value is never read.","/DataStructures/Dictionaries/OpenAddressingHashTable.cs","91","41","91","83"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""characters""|""relative:///DataStructures/Hashing/PrimeHashingFamily.cs:75:17:75:26""]] is useless, since its value is never read.","/DataStructures/Hashing/PrimeHashingFamily.cs","75","17","75","66"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""currentNode""|""relative:///DataStructures/Lists/DLinkedList.cs:399:21:399:31""]] is useless, since its value is never read.","/DataStructures/Lists/DLinkedList.cs","424","17","424","41"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""currentNode""|""relative:///DataStructures/Lists/DLinkedList.cs:457:21:457:31""]] is useless, since its value is never read.","/DataStructures/Lists/DLinkedList.cs","483","17","483","41"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""currentNode""|""relative:///DataStructures/Lists/DLinkedList.cs:519:21:519:31""]] is useless, since its value is never read.","/DataStructures/Lists/DLinkedList.cs","537","17","537","41"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""currentNode""|""relative:///DataStructures/Lists/DLinkedList_KeyValue.cs:544:21:544:31""]] is useless, since its value is never read.","/DataStructures/Lists/DLinkedList_KeyValue.cs","562","17","562","41"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""currentNode""|""relative:///DataStructures/Lists/DLinkedList_KeyValue.cs:597:21:597:31""]] is useless, since its value is never read.","/DataStructures/Lists/DLinkedList_KeyValue.cs","618","21","618","45"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""current""|""relative:///DataStructures/Lists/SkipList.cs:111:17:111:23""]] is useless, since its value is never read.","/DataStructures/Lists/SkipList.cs","122","13","122","41"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""parent""|""relative:///DataStructures/Trees/BinarySearchTree.cs:99:17:99:22""]] is useless, since its value is never read.","/DataStructures/Trees/BinarySearchTree.cs","99","17","99","36"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""parent""|""relative:///DataStructures/Trees/BinarySearchTreeMap.cs:163:17:163:22""]] is useless, since its value is never read.","/DataStructures/Trees/BinarySearchTreeMap.cs","163","17","163","36"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""leftLines""|""relative:///DataStructures/Trees/TreeDrawer.cs:141:26:141:34""]] is useless, since its value is never read.","/DataStructures/Trees/TreeDrawer.cs","142","13","142","55"
"Useless assignment to local variable","An assignment to a local variable that is not used later on, or whose value is always overwritten, has no effect.","warning","This assignment to [[""rightLines""|""relative:///DataStructures/Trees/TreeDrawer.cs:141:37:141:46""]] is useless, since its value is never read.","/DataStructures/Trees/TreeDrawer.cs","142","25","142","55"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method CopyTo is too closely tied to [[""DLinkedListNode<,>""|""relative:///DataStructures/Lists/DLinkedList_KeyValue.cs:12:18:12:46""]]: 4 dependencies to it, but only 2 dependencies to its own type.","/DataStructures/Dictionaries/ChainedHashTable.cs","577","21","577","26"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method RemoveEdge is too closely tied to [[""HashSet<>""|""file:///home/badgy/.nuget/packages/microsoft.netcore.app/2.0.0/ref/netcoreapp2.0/System.Collections.dll:0:0:0:0""]]: 4 dependencies to it, but only 2 dependencies to its own type.","/DataStructures/Graphs/CliqueGraph.cs","347","21","347","30"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method IncomingEdges is too closely tied to [[""WeightedEdge<>""|""relative:///DataStructures/Graphs/WeightedEdge.cs:10:18:10:38""]]: 4 dependencies to it, but only 2 dependencies to its own type.","/DataStructures/Graphs/UndirectedWeightedSparseGraph.cs","172","53","172","65"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method _remove is too closely tied to [[""RedBlackTreeMapNode<,>""|""relative:///DataStructures/Trees/RedBlackTreeMapNode.cs:6:18:6:50""]]: 4 dependencies to it, but only 2 dependencies to its own type.","/DataStructures/Trees/RedBlackTreeMap.cs","452","24","452","30"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method _replaceNodeInParent is too closely tied to [[""BSTNode<>""|""relative:///DataStructures/Trees/BinarySearchTreeNode.cs:6:18:6:27""]]: 4 dependencies to it, but only 1 dependencies to its own type.","/DataStructures/Trees/BinarySearchTree.cs","71","32","71","51"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method _getTreeHeight is too closely tied to [[""BSTNode<>""|""relative:///DataStructures/Trees/BinarySearchTreeNode.cs:6:18:6:27""]]: 5 dependencies to it, but only 1 dependencies to its own type.","/DataStructures/Trees/BinarySearchTree.cs","190","31","190","44"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method _findNode is too closely tied to [[""BSTNode<>""|""relative:///DataStructures/Trees/BinarySearchTreeNode.cs:6:18:6:27""]]: 5 dependencies to it, but only 1 dependencies to its own type.","/DataStructures/Trees/BinarySearchTree.cs","213","38","213","46"
"Feature envy","A method that uses more methods or variables from another (unrelated) class than from its own class violates the principle of putting data and behavior in the same place.","recommendation","Method _findNextSmaller is too closely tied to [[""BSTNode<>""|""relative:///DataStructures/Trees/BinarySearchTreeNode.cs:6:18:6:27""]]: 4 dependencies to it, but only 1 dependencies to its own type.","/DataStructures/Trees/BinarySearchTree.cs","278","38","278","53"
